"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-05-02","Department of Health & Human Services",,"Office of Child Care Report to Congress FY2006 - FY2007","2005-12-31T19:00:00-05:00/2006-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The Office of Child Care Report to Congress is required by Section 658L of the Child Care and Development Block Grant Act as amended by the Personal Responsibility and Work Opportunity Reconciliation Act (PRWORA) of 1996 (P.L. 104–193) and the Balanced Budget Act of 1997 (P.L. 105–33). The report describes and analyzes current information about the Child Care and Development Fund (CCDF) from a variety of sources, including State plans, expenditure reports, administrative data reports, and research. The report also includes information about training and technical assistance that is provided to States, Territories, and Tribes.
","Joseph Gagnier","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jgagnier@acf.hhs.gov",,,,,,"77f70366-909f-4537-bae9-dc88cc391f2c","[""Child Care and Development Fund  CCDF""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Child Support Enforcement (OCSE) -  FY 2010 Annual Report to Congress","2009-12-31T19:00:00-05:00/2009-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","https://www.acf.hhs.gov/programs/css/resource/fy2010-annual-report#D",,"The 31st Annual Report to Congress on the Child Support Program authorized under Title IV-D of the Social Security Act providing the program’s status and highlighting accomplishments during FY 2010. Highlights financial and statistical program achievements based on data reported by state/tribal child support agencies.
","Dennis Putze","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-dennis.putze@acf.hhs.gov",,,,,,"26f04233-b12b-42b9-8e2e-bf793907fd22","[""Annual Reports to Congress"",""child support"",""Federal Reporting"",""OCSE-157 Annual Data Report"",""OCSE-34A Quarterly Report of Collections"",""OCSE-396A Financial Report"",""OCSE-75 Tribal Annual Data Report"",""Research   Data"",""State Local Child Support Agencies"",""title iv-d"",""Tribal Child Support Agencies""]","[""000:00""]","[""en""]","[""009:000""]",
,,"2013-12-31","2013-12-31","Administration for Children and Families","http://www.acf.hhs.gov/programs/css","Office of Child Support Enforcement (OCSE) -  FY 2011 Annual Report to Congress",,"org:Organization","Department of Health & Human Services",,,,"dcat:Dataset",,,"The 32nd Annual Report to Congress on the Child Support Program authorized under Title IV-D of the Social Security Act providing the program's status and highlighting accomplishments during FY 2011. Highlights financial and statistical program achievements based on data reported by state/tribal child support agencies.
\t\t","Dennis Putze","org:Organization","009-000001422",,"org:Organization","vcard-Contact",,"public",,,,,"Office of Child Support Enforcement",,"mailto-dennis.putze@acf.hhs.gov",,,,"R/P1Y",true,"2e28f851-7727-4aea-aa1e-ae11f53ec6b0","[""State/Local Child Support Agencies"",""Tribal Child Support Agencies"",""Federal Reporting"",""OCSE-157 Annual Data Report"",""OCSE-34A Quarterly Report of Collections"",""OCSE-396A Financial Report"",""OCSE-75 Tribal Annual Data Report"",""Research & Data"",""Annual Reports to""]","[""009:70""]",,"[""009:103""]",
,,"2015-03-11","2015-03-11","Administration for Children and Families","http://www.acf.hhs.gov/programs/css","Office of Child Support Enforcement (OCSE) -  FY 2012 Annual Report to Congress",,"org:Organization","Department of Health & Human Services",,,,"dcat:Dataset",,,"The 33rd Annual Report to Congress on the Child Support Program authorized under Title IV-D of the Social Security Act providing the program's status and highlighting accomplishments during FY 2012. Highlights financial and statistical program achievements based on data reported by state/tribal child support agencies.","Dennis Putze","org:Organization","009-000001422",,"org:Organization","vcard-Contact",,"public",,,,,"Office of Child Support Enforcement",,"mailto-dennis.putze@acf.hhs.gov",,,,"R/P1Y",true,"90a3eda0-4692-11e5-a68b-0002a5d5c51b","[""State/Local Child Support Agencies"",""Tribal Child Support Agencies"",""Federal Reporting"",""OCSE-157 Annual Data Report"",""OCSE-34A Quarterly Report of Collections"",""OCSE-396A Financial Report"",""OCSE-75 Tribal Annual Data Report"",""Research & Data"",""Annual Reports to""]","[""009:70""]",,"[""009:103""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Child Support Enforcement (OCSE) Fact Sheets",,"org:Organization",,,,,"dcat:Dataset",,,"These fact sheets present examples of new ways states are helping parents support their children. They highlight family-centered strategies, data-based policies and practices, and customer-focused services that child support programs are embracing across the country.
","Dennis Putze","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-dennis.putze@acf.hhs.gov",,,,,,"099414eb-3022-4b9c-a8c6-80d0111d7808","[""Arrears Management"",""case management"",""Child Support Fact Sheet"",""Economic Stability Job Services"",""families"",""Family Services   Referrals"",""Guides Publications Reports"",""Outreach Brochures"",""Program Information Contacts"",""Program Innovation Maps"",""promising practices"",""State Local Child Support Agencies"",""Story Behind the Numbers"",""Toolkit   Training"",""Tribal Child Support Agencies""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Head Start (OHS) Head Start Center Locations Search Tool",,"org:Organization",,,,,"dcat:Dataset",,,"Office of Head Start (OHS) web based search tool for finding Head Start program office contact information.   Searchable by location, grant number or center type.  Results are downloadable in CSV format.
","Fran Majestic","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-fmajestic@acf.hhs.gov",,,,,,"8fce8c8e-dd59-4ab4-9aae-f720d356932d","[""center"",""children"",""early head start"",""geocode"",""grantee"",""head start"",""location"",""locator"",""low income"",""program"",""services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Head Start (OHS) Program Fact Sheet","2003-12-31T19:00:00-05:00/2003-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Head Start (OHS) Program Fact Sheet provides information on demographics, state allocations, program statistics, and program enrollment history.
","Jesse Escobar","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jesse.escobar@acf.hhs.gov",,,,,,"5a79e346-f10e-4820-a303-7b86f1ce5322","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Office of Inspector General List of Excluded Individuals and Entities","2012-05-24T20:00:00-04:00/2016-07-25T04:19:18-04:00",,,,,,"dcat:Dataset","http://oig.hhs.gov/exclusions/files/leie_record_layout.pdf",,"The objective is to ensure that providers who bill Federal health care programs do not submit claims for services furnished, ordered or prescribed by an excluded individual or entity.  The LEIE is updated monthly with all individuals and entities who have been excluded from participation in Federal health care programs.  Providers who bill Medicare, Medicaid, or other Federal health care programs must ensure that they know what individuals or entities are excluded and not bill for their services (e.g., a pharmacy should not bill Medicaid for a drug prescribed by an excluded physician nor for drugs dispensed by an excluded pharmacist).
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,"R/P1M",,"924f5959-002c-48cd-a3ed-4e34eaf6e867","[""department-of-health-amp-human-services""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Office of Medicare Hearings & Appeals",,"Office of Medicare Hearings and Appeals (OMHA) - Receipts by Appeal Category",,"org:Organization","Office of the Secretary",,,,"dcat:Dataset",,,"This data set provides information about the appeals and claims received by the Office of Medicare and Hearings by appeal category for Fiscal Year 2006 - 2012.x
","Kimberly Rubi","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Medicare Hearings and Appeals Field Offices",,"mailto-kimberly.rubi@hhs.gov",,"org:Organization",,,,"601a4392-0312-47c4-a75e-2e13bc16d8a0","[""appeal category"",""appeals"",""claims"",""medicare"",""omha""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Office of Medicare Hearings & Appeals",,"Office of Medicare Hearings and Appeals (OMHA) - Receipts by Fiscal Year","2004-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization","Office of the Secretary",,,,"dcat:Dataset",,,"This data set provides information about the appeals received by the Office of Medicare and Hearings for Fiscal Year 2005 - 2012.
","Kimberly Rubi","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Medicare Hearings and Appeals Field Offices",,"mailto-kimberly.rubi@hhs.gov",,"org:Organization",,,,"037bce72-0ee5-4ddc-9299-1cc37a6a847e","[""appeals"",""claims"",""omha"",""receipts""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Office of Medicare Hearings & Appeals",,"Office of Medicare Hearings and Appeals (OMHA) - Receipts by Procedure","2005-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization","Office of the Secretary",,,,"dcat:Dataset",,,"This data set provides information about the appeals and claims received by the Office of Medicare and Hearings  by procedure for Fiscal Year 2006 - 2012.
","Kimberly Rubi","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Medicare Hearings and Appeals Field Offices",,"mailto-kimberly.rubi@hhs.gov",,"org:Organization",,,,"43dc2b4e-1168-436f-878c-025b1c038545","[""appeals"",""claims"",""omha"",""procedure""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Office of Medicare Hearings & Appeals",,"Office of Medicare Hearings and Appeals (OMHA) - Receipts by State","2005-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization","Office of the Secretary",,,,"dcat:Dataset",,,"This data set provides information about the appeals and claims received by the Office of Medicare and Hearings by state for Fiscal Year 2006 - 2012.
","Kimberly Rubi","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Medicare Hearings and Appeals Field Offices",,"mailto-kimberly.rubi@hhs.gov",,"org:Organization",,,,"caecb635-fe29-42ba-a4fe-282f0310d9a8","[""appeals"",""claims"",""community health"",""medicare"",""omha"",""state""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Annual Report to Congress","1979-12-31T19:00:00-05:00/1979-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Information about key refugee program developments including data on populations served and program performance.
","Jennifer Schmultz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmultz@acf.hhs.gov",,,,,,"97fdd45e-0225-43e5-8470-92b9c3d39e95","[""FIHET"",""health disparities"",""social determinants of health""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2000","1999-12-31T19:00:00-05:00/1999-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2000 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"cf157d3d-72fa-4d8d-8f7c-4a0d0bc5e7b5","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2001","2000-12-31T19:00:00-05:00/2000-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2001 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"bcb60f3d-4a92-4dee-afed-144ab87f979e","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2002","2001-12-31T19:00:00-05:00/2001-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2002 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"c4233d69-d073-423a-8f4f-ae73a55aeaf3","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2003 ","2002-12-31T19:00:00-05:00/2002-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2003 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"cb03d3ba-0ebb-4ef0-8f55-ebe7f2cb269d","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2004","2003-12-31T19:00:00-05:00/2003-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2004 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"665a32a2-e37c-469b-adf0-b005cb674fe8","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2005 ","2004-12-31T19:00:00-05:00/2004-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2005 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"230b062e-3880-4f90-a24b-84d1411feb13","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2006","2005-12-31T19:00:00-05:00/2005-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2006 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"d1d5d352-bfdb-4d7d-a6fc-eb4a44d3f4b4","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2007","2006-12-31T19:00:00-05:00/2006-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2007 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"e8c146a1-270a-48f3-b470-8ea48558722b","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2008","2007-12-31T19:00:00-05:00/2007-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2008 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"ca4377b1-c3ad-4669-b0c8-2e8c0208f785","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2009","2008-12-31T19:00:00-05:00/2008-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2009 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"62652019-672a-45a1-bd2d-be4c83e827e6","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2010 ","2009-12-31T19:00:00-05:00/2009-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2010 sorted by country of origin and state of initial resettlement in the United States
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"a36cb33e-2ef6-413b-9bfb-573dec1f618d","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2011","2010-12-31T19:00:00-05:00/2010-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2011 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"27834aba-638a-46ac-a3f7-15790df8eaac","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2012","2011-12-31T19:00:00-05:00/2011-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Office of Refugee Resettlement (ORR) Overseas Refugee Arrival Data FY 2012 sorted by country of origin and state of initial resettlement in the United States.
","Jennifer Schmalz","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-jennifer.schmalz@acf.hhs.gov",,,,,,"1249a2e1-7322-4c53-aea2-842b2b8015b3","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"OIG’s Compliance Resources for Health Care Providers","1997-12-31T19:00:00-05:00/1997-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"OIG has developed a series of voluntary compliance program guidance documents directed at various segments of the health care industry, such as hospitals, nursing homes, third-party billers, and durable medical equipment suppliers, to encourage the development and use of internal controls to monitor adherence to applicable statutes, regulations, and program requirements.
","OIG Public Affairs","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Office of Inspector General",,"mailto-public.affairs@oig.hhs.gov",,,,"R/P1M",,"fb84cb95-4b4f-4575-ab26-f8c0416b14f4","[""office-of-inspector-general-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2014-01-08","Office of Operations",,"Old Non-CFSAN and Incomplete Reports",,"org:Organization","U.S. Food and Drug Administration",,,,"dcat:Dataset",,,"Exported on 04/02/2007 from version 6.5.2 Production. Exported the OLD Non-CFSAN and Incomplete Reports universe on 01/10/2008 - By Ravi Gadiraju. This universe uses CAERSPRD connection.","FDA Enterprise Data Inventory","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"non-public",,,,,"Office of Information Management and Technology",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,"org:Organization",,,,"AB2E973E-6DE6-4447-946D-8E5CDB44CB36","[""cfsan""]","[""009:10""]",,"[""009:008""]",
,,,"2016-06-30","Department of Health & Human Services",,"Open Payments Data","2016-07-01T20:13:00-04:00/2016-07-01T20:15:00-04:00","org:Organization",,,,,"dcat:Dataset",,,"Open Payments (otherwise known as the Sunshine Act) - Open Payments is a Congressionally-mandated transparency program that increases awareness of financial relationships between the health care industry and physicians by collecting and reporting any payments or transfers of value medical manufacturers make to physicians or teaching hospitals.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"534","[""Acute Care Hospital"",""Durable Medical Equipment (DME)"",""Interactive Tools"",""Open Payments (Sunshine Act)"",""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"OPPS Provider Summary for 30 Selected APC Groups - CY2011","2011-01-01T00:00:00-05:00/2012-01-01T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"A provider level summary of Outpatient Prospective Payment System (OPPS) average estimated submitted charges and average Medicare Payments for 30 selected Ambulatory Payment Classification (APC) Groups.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-MedicareProviderData@cms.hhs.gov",,,,,,"473","[""Acute Care Hospital"",""Covered Services"",""Hospital Referral Region"",""Interactive Tools"",""Prospective Payment System (PPS)""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2014-09-22","Department of Health & Human Services",,"ORA Reporting Analysis Decision Support System (ORADSS)",,"org:Organization",,,,,"dcat:Dataset",,,"ORADSS provides integrated information for regulatory compliance and risk-based analysis. It consists of:A reporting database, A centralized data warehouse, A series of data-marts that provide users with access to a defined set of related records to make it easier to extract meaningful information.","Bhabani Das / Ronald Claros","org:Organization","009-000005316",,,"vcard-Contact",,"non-public",,,"Historically used only internal to FDA",,"U.S. Food and Drug Administration",,"mailto-Bhabani.Das@fda.hhs.gov",,,,,false,"e16ab355-976e-43a4-92a6-9d47f5d75849","[""Inspection result"",""counts"",""recalls"",""workplan"",""compliance"",""product code"",""class"",""counts""]","[""009:10""]",,"[""009:008""]",
,,,"2016-04-05",,,"Orange Book",,,,,,,"dcat:Dataset",,,"The Approved Drug Products with Therapeutic Equivalence (Orange Book or OB) is a list of drugs approved under Section 505 of the Federal Food, Drug and Cosmetic Act and provides consumers timely updates on these products. In addition to these products (fo
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"9fa4b565-e728-41e6-9f7b-efb1a62fde30","[""approved-drug-products-with-therapuetic-equivalence-evaluations"",""orange-book""]","[""009:10""]","[""en""]","[""009:002""]",
,,,"2016-05-02","Department of Health & Human Services",,"Organ Procurement and Transplantation Network","1987-12-31T19:00:00-05:00/2011-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://optn.transplant.hrsa.gov/converge/data/default.asp",,"The Organ Procurement Organizations and Organ Transplant Programs Locator tool is designed to help users find information about the Organ Procurement and Transplantation Network (OPTN) resources. This tool assists users in locating places to sign up to be an organ donor, organ transplantation services, organ procurement organization (OPO), or organ transplantation program (OTP). The user searches for an organ procurement or organ transplantation program in any geographic location by entering an address or state and county. The search results listing the organ procurement organizations (OPOs) or Organ Transplantation Programs (OTPs) are returned in groups of ten (numbered from one to ten) and are sorted by increasing distance away from the address location (state and county) previously entered. For each OPO/OTP returned in the list, the user is provided the OPO/OTP name, address, telephone number, website address (where available), link to driving directions (to and from each OPO/OTP) and a link to a map from the address (or county and state) entered.
","pmandsager","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Health Resources and Services Administration",,"mailto-HealthData@hhs.gov",,,,,,"1b4258ce-6919-4d16-9b9a-330497d9dd55","[""community health"",""donor registration"",""driving directions"",""heart"",""heart lung"",""intestine"",""kidney"",""liver"",""lung"",""map"",""opo"",""optn"",""organ"",""organ donor"",""otp"",""pancreas"",""pancreas islet"",""pre-operative care"",""service"",""services"",""surgery"",""transplant service""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2015-12-15","Department of Health & Human Services",,"OSHData Quick Start Guide",,"org:Organization",,,,,"dcat:Dataset",,,"Explore OSHData using this Quick Start Guide.
","CDC INFO","org:Organization",,,,"vcard-Contact",,"public",,,,,"Centers for Disease Control and Prevention",,"mailto-cdcinfo@cdc.gov",,,,,,"https://data.cdc.gov/api/views/jhny-pyfw","[""fact sheet"",""faq"",""osh"",""tobacco""]","[""009:20""]","[""en""]","[""009:020""]",
,,,"2016-07-22","Department of Health & Human Services",,"Outpatient Imaging Efficiency - Hospital",,"org:Organization",,,,,"dcat:Dataset",,,"Use of medical imaging - provider data. These measures give you information about hospitals' use of medical imaging tests for outpatients. Examples of medical imaging tests include CT Scans, MRIs, and mammograms.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"https://data.medicare.gov/api/views/wkfw-kthe","[""ct"",""hospital compare"",""mammogram"",""mri"",""quality"",""ratings"",""ultrasound"",""use of medical imaging""]","[""009:38""]","[""en""]","[""009:000""]",
